,0
JD,2459789
Date,7-28-2022
LST Range,15.925 -- 17.925 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,372
Total Number of Antennas,147
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 3 RF_maintenance: 42 RF_ok: 11 digital_maintenance: 1 digital_ok: 87 not_connected: 3
Commanded Signal Source,antenna
Antennas in Commanded State,113 / 147 (76.9%)
Cross-Polarized Antennas,
Total Number of Nodes,15
Nodes Registering 0s,N18
Nodes Not Correlating,N10
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,69 / 147 (46.9%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,120 / 147 (81.6%)
Redcal Done?,Y
Redcal Flagged Antennas,7 / 147 (4.8%)
Never Flagged Antennas,9 / 147 (6.1%)
A Priori Good Antennas Flagged,"81 / 87 total a priori good antennas: 5, 7, 9, 10, 15, 16, 17, 19, 20, 21, 29, 30, 31, 37, 45, 46, 50, 51, 53, 54, 55, 56, 57, 65, 66, 68, 69, 71, 72, 73, 81, 83, 84, 88, 91, 92, 93, 99, 101, 103, 105, 106, 107, 108, 109, 111, 117, 118, 121, 122, 123, 128, 129, 130, 135, 138, 140, 141, 142, 143, 144, 145, 160, 161, 164, 165, 167, 169, 170, 176, 177, 178, 179, 181, 183, 185, 186, 187, 189, 190, 191"
A Priori Bad Antennas Not Flagged,"3 / 60 total a priori bad antennas: 3, 100, 116"
