,Ant,Node,A Priori Status,Dead Fraction in Ant Metrics (Jee),Dead Fraction in Ant Metrics (Jnn),Crossed Fraction in Ant Metrics,Average Dead Ant Metric (Jee),Average Dead Ant Metric (Jnn),Average Crossed Ant Metric
0,0,0,RF_maintenance,1.0,1.0,0.0,0.01789085686588516,0.016171395995668775,0.0018116020500777907
1,1,0,RF_maintenance,1.0,1.0,0.0,0.015924580912262704,0.016316723716525632,0.00030265997936319887
2,2,0,RF_maintenance,1.0,1.0,0.0,0.01723041495201463,0.016649754790508405,0.0005979025704208332
3,3,1,digital_ok,0.0,0.0,0.0,0.7134992353656029,0.7049159059053806,0.42776055643728245
4,4,1,RF_maintenance,0.0,0.0,0.0,0.7182123173482527,0.7038859544952595,0.4197238340193906
5,5,1,digital_ok,0.0,0.0,0.0,0.7203687367506345,0.7098742526401718,0.414855101747352
6,7,2,dish_ok,0.0,0.0,0.0,0.7090716991040049,0.7063779600659945,0.4057678337831881
7,8,2,dish_ok,1.0,0.0,0.0,0.06335523541186795,0.66259538658954,0.39801433791409635
8,9,2,dish_ok,0.0,0.0,0.0,0.6880787064555174,0.67847561518136,0.40594911703748787
9,10,2,dish_ok,0.0,0.0,0.0,0.6699636777353534,0.6812895976158871,0.40864274964128444
10,11,0,RF_maintenance,1.0,1.0,0.0,0.018152006244260707,0.017204278054109453,0.000843081091060737
11,12,0,RF_maintenance,1.0,1.0,0.0,0.01860638678909684,0.01804157124866201,0.000742978909501548
12,13,0,RF_maintenance,1.0,1.0,0.0,0.0185164306897129,0.018118054225589136,0.0008933496755832897
13,14,0,RF_maintenance,1.0,1.0,0.0,0.018335222073186823,0.018022095392267304,0.0007055463229329202
14,15,1,digital_ok,0.0,0.0,0.0,0.711483947298138,0.709990548535902,0.4143154851192989
15,16,1,digital_ok,0.0,0.0,0.0,0.7231651633281853,0.715190361836955,0.40990654337536714
16,17,1,digital_ok,0.0,0.0,0.0,0.716559797810384,0.714661781348901,0.40204257729660514
17,18,1,RF_maintenance,0.0,0.0,0.0,0.7243524928794405,0.563327081000748,0.4504080802293801
18,19,2,dish_ok,0.0,0.0,0.0,0.7114408040714818,0.723201330739978,0.4011363761032056
19,20,2,dish_ok,0.0,0.0,0.0,0.7119984470222093,0.7060754177371225,0.4054812868824234
20,21,2,dish_ok,0.0,0.0,0.0,0.6935058181391716,0.6803845534736812,0.4102434550706798
21,23,0,RF_maintenance,1.0,1.0,0.0,0.016930753654394098,0.01758048150029555,0.0010309807253033895
22,24,0,RF_maintenance,1.0,1.0,0.0,0.01608146254167034,0.01620901702587901,0.0002854749347581619
23,25,0,RF_maintenance,1.0,1.0,0.0,0.024534805803462848,0.02076745947143112,0.008969167335759205
24,26,0,RF_maintenance,1.0,1.0,0.0,0.017729228109818293,0.018253947396068393,0.0015452023302291345
25,27,1,RF_maintenance,1.0,1.0,0.0,0.043703948455329975,0.04919851282887747,0.004056454569887248
26,28,1,RF_maintenance,0.7096069868995634,0.6823144104803494,0.2903930131004367,0.1795957163488956,0.3197461728464236,-0.1800028466563817
27,29,1,digital_ok,0.0,0.0,0.0,0.7218459804882245,0.7091861783237827,0.401453004718176
28,30,1,RF_maintenance,0.0,0.0,0.0,0.7216372727797145,0.7115786531626717,0.4013519068795233
29,31,2,dish_ok,0.0,0.0,0.0,0.7195022333297251,0.7194767284580201,0.4009223161591731
30,32,2,dish_ok,0.0,0.0,0.0,0.6391348919065111,0.7022589578648739,0.3767974143464876
31,33,2,dish_ok,0.0,0.0,0.0,0.6979663184349982,0.6895186994230493,0.4049008540518395
32,36,3,digital_ok,1.0,1.0,0.0,0.08977316985690094,0.07522266915426817,0.009687980765562825
33,37,3,RF_maintenance,1.0,1.0,0.0,0.08030504915868417,0.032680241662147926,0.04371656167370725
34,38,3,RF_maintenance,1.0,1.0,0.0,0.07947543495937419,0.034405123481394094,0.04566694373192309
35,39,0,RF_maintenance,1.0,1.0,0.0,0.014336805529169116,,
