,Ant,Node,A Priori Status,Auto Metrics Flags,Dead Fraction in Ant Metrics (Jee),Dead Fraction in Ant Metrics (Jnn),Crossed Fraction in Ant Metrics,ee Shape Modified Z-Score,nn Shape Modified Z-Score,ee Power Modified Z-Score,nn Power Modified Z-Score,ee Temporal Variability Modified Z-Score,nn Temporal Variability Modified Z-Score,ee Temporal Discontinuties Modified Z-Score,nn Temporal Discontinuties Modified Z-Score,Average Dead Ant Metric (Jee),Average Dead Ant Metric (Jnn),Average Crossed Ant Metric
0,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_3_report.html"" target=""_blank"">3</a>",N01,RF_maintenance,0.0,0.0,0.0,0.0,1.5210016807096238,-0.41587421203003044,-0.397818543592427,-0.637493362604543,-1.0031097460302143,-0.4813913505343791,-0.494976528596094,-0.08929991033392622,0.6859016228190862,0.6785984032431048,0.4440739669627631
1,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_4_report.html"" target=""_blank"">4</a>",N01,RF_maintenance,1.0,0.0,0.0,0.0,0.44990091755235795,6.171632010395894,-0.3423039464392795,1.581409580825043,-0.15999755779009833,0.6364689353112489,8.498931891533058,2.453500298799669,0.6967592261737438,0.6839620593606557,0.43865002728810215
2,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_5_report.html"" target=""_blank"">5</a>",N01,digital_ok,1.0,0.0,0.0,0.0,1.2385066880037445,2.9588796978224843,1.3751390302004425,6.326471286639751,1.3559624963516657,5.325416180733557,3.8582743533091115,-1.335545335259088,0.7046485670327357,0.693365104384989,0.43722892083892434
3,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_7_report.html"" target=""_blank"">7</a>",N02,digital_ok,1.0,0.0,0.0,0.0,-0.8843600097996157,-1.4801249699766996,0.4942905425172773,0.9871607540565509,-0.4218003225782197,0.1240283757827816,-0.5168140585286298,16.879183131947357,0.6999486574222349,0.6890119852098621,0.42653394268677225
4,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_8_report.html"" target=""_blank"">8</a>",N02,RF_maintenance,1.0,0.0,0.0,0.0,22.62553028198161,24.233279150006354,22.428598138306118,23.652003337034103,33.377455118843926,34.423809146550774,1.0737561152496178,0.13781910114427484,0.6773381117859181,0.6634583793629583,0.4274101775459352
5,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_9_report.html"" target=""_blank"">9</a>",N02,digital_ok,1.0,0.0,0.0,0.0,1.2973787291137604,-1.307755260102152,0.018535097579914502,1.359296270220885,1.449392567235259,11.62140579378433,-0.07404884616605054,14.647375941036259,0.683074947532911,0.6749561830474367,0.4298302355543584
6,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_10_report.html"" target=""_blank"">10</a>",N02,digital_ok,1.0,0.0,0.0,0.0,10.817807758865248,5.90021492332857,13.267887478226653,10.057039194645009,17.327297425765547,11.519051083244534,13.47591901900589,13.465458590187374,0.6575860378336524,0.6484128787995094,0.43312227779145424
7,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_15_report.html"" target=""_blank"">15</a>",N01,digital_ok,0.0,0.0,0.0,0.0,0.6846187894843936,2.333640905408998,1.8059941505893582,-0.15218540125245839,0.3915240132732782,0.755405510371991,0.16663299571286064,1.7835744364125445,0.7160286050634395,0.7055671679121821,0.43854843075323124
8,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_16_report.html"" target=""_blank"">16</a>",N01,digital_ok,0.0,0.0,0.0,0.0,-0.7981144547899478,-0.25287465213807564,-0.7008836348129709,1.1523715462337234,-1.2112568750541475,0.27044072076043496,1.1096522108367735,-0.8690041652077214,0.7224791508850144,0.7160055215071072,0.43217098443925295
9,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_17_report.html"" target=""_blank"">17</a>",N01,digital_ok,0.0,0.0,0.0,0.0,0.9813141120247417,2.1009301096363613,0.17769105108988673,-0.02303903163459855,-0.27022616165247176,0.18653003397615162,0.7347714861658913,0.5398529247569399,0.7257537548231464,0.7194417985193565,0.4219019235322056
10,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_18_report.html"" target=""_blank"">18</a>",N01,RF_maintenance,1.0,0.0,0.3424657534246575,0.0,9.01670414266843,8.81808340752671,1.0521574001472513,3.1600281436960636,3.6834163987608997,8.796171626064746,90.54469605934483,83.3899796118988,0.661897882367191,0.5352738053513774,0.44768291895533807
11,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_19_report.html"" target=""_blank"">19</a>",N02,digital_ok,1.0,0.0,0.0,0.0,5.312050278538545,9.613431524999092,9.371180044516688,11.541786273435584,9.677224633784608,5.35481087463699,3.188263546611654,1.5067727477112052,0.7095883742463379,0.7010694311305039,0.4242269621849182
