,Ant,Node,A Priori Status,Auto Metrics Flags,Flag Fraction Before Redcal,Flagged By Redcal chi^2 Fraction,ee Shape Modified Z-Score,nn Shape Modified Z-Score,ee Power Modified Z-Score,nn Power Modified Z-Score,ee Temporal Variability Modified Z-Score,nn Temporal Variability Modified Z-Score,ee Temporal Discontinuties Modified Z-Score,nn Temporal Discontinuties Modified Z-Score,Median chi^2 Per Antenna (Jee),Median chi^2 Per Antenna (Jnn)
0,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_0_report.html"" target=""_blank"">0</a>",0,RF_maintenance,1.0,1.0,0.0,51.3834545568174,109.94398008658847,161.90127105022148,186.34566223521458,56.56627731322169,55.508974110224536,902.4570758324866,1031.8001333613881,1.771145355041344e-17,1.8640744232912156e-17
1,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_1_report.html"" target=""_blank"">1</a>",0,RF_maintenance,1.0,1.0,0.0,51.85567135943449,98.25926457656047,162.30057727536348,175.54279222078551,55.19059220856951,47.32371108100067,888.4219701778059,997.4710631356016,1.4884063303470612,0.7934026569128036
2,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_2_report.html"" target=""_blank"">2</a>",0,RF_maintenance,1.0,1.0,0.0,206.05727829493978,232.50111783940406,156.01323615950926,162.83490194691,1119.5662543256274,1221.3548802342357,6051.842700772578,6346.502939969251,0.0,0.0
3,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_3_report.html"" target=""_blank"">3</a>",1,digital_ok,0.0,0.1956521739130435,0.7608695652173914,2.416341037856904,0.2191900742852331,0.6591786316453162,-0.09514771321360856,-0.21405273576098025,-0.611258518531912,0.0181920973629242,-0.18447366230539827,37.73192310333252,42.16344928741455
4,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_4_report.html"" target=""_blank"">4</a>",1,RF_maintenance,0.0,1.0,0.0,-0.5330574280975368,3.776602447606151,-1.119412351115455,-0.5117434916446967,0.9754981878244899,2.6287053216097034,2.1262082458653038,-0.02021032008705491,33.80412006378174,70.36145401000977
5,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_5_report.html"" target=""_blank"">5</a>",1,digital_ok,0.0,0.1956521739130435,0.021739130434782608,-0.07300599724603195,-0.6053435789016578,-1.0015744571683298,1.9005571756975335,0.598170494833602,-0.9252080211754846,1.9903753368538275,-1.8667803708777122,3.6180161237716675,4.1656858921051025
6,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_7_report.html"" target=""_blank"">7</a>",2,dish_ok,0.0,1.0,0.0,-0.9828053135261163,0.3622191632761381,1.0687964471222162,0.4928519976994085,-0.43007146097804844,0.5929879240082976,1.3916408708268375,1.281046555428175,10.163434743881226,15.195797443389893
7,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_8_report.html"" target=""_blank"">8</a>",2,dish_ok,1.0,1.0,0.0,18.484314598449497,4.696881803686829,74.99380651084402,13.974733382404692,27.460079998198022,6.260340949657993,6.925482284195502,4.296870913382219,3.552241861820221,30.780259132385254
8,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_9_report.html"" target=""_blank"">9</a>",2,dish_ok,1.0,1.0,0.0,3.3911194478902256,1.355282894132562,7.452083800586572,0.9139600435832338,0.6262341739493299,0.5717636038445597,2.5242547569174185,-0.661073223457555,0.0,0.0
9,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_10_report.html"" target=""_blank"">10</a>",2,dish_ok,1.0,1.0,0.0,,,inf,inf,,,,,0.0,0.0
10,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_11_report.html"" target=""_blank"">11</a>",0,RF_maintenance,1.0,1.0,0.0,113.43334132576923,81.37989482752475,154.59064279465585,161.81507788611546,34.80700761001922,46.983335723193704,493.69113229363523,754.7734401792912,0.8840071558952332,0.8851424008607864
11,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_12_report.html"" target=""_blank"">12</a>",0,RF_maintenance,1.0,1.0,0.0,79.06570762355094,72.10312739413843,145.41465076732402,143.11764468480058,42.24940599049709,38.880099395238396,519.60010690933,558.9957812516503,0.8352683633565903,0.8488427400588989
12,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_13_report.html"" target=""_blank"">13</a>",0,RF_maintenance,1.0,1.0,0.0,155.06906234530456,61.744237438209865,190.40183554457187,152.95895190287112,51.845380026861214,40.07806291668301,888.4481599879535,608.7751547387554,0.0,0.0
