,0
JD,2459809
Date,8-17-2022
LST Range,19.227 -- 22.037 hours
X-Engine Status,Y Y Y N Y Y Y Y 
Number of Files,258
Total Number of Antennas,147
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 3 RF_maintenance: 32 RF_ok: 11 digital_maintenance: 3 digital_ok: 95 not_connected: 3
Commanded Signal Source,
Antennas in Commanded State,0 / 147 (0.0%)
Cross-Polarized Antennas,
Total Number of Nodes,15
Nodes Registering 0s,N18
Nodes Not Correlating,"N09, N14, N15, N19"
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,116 / 147 (78.9%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,117 / 147 (79.6%)
Redcal Done?,Y
Redcal Flagged Antennas,8 / 147 (5.4%)
Never Flagged Antennas,8 / 147 (5.4%)
A Priori Good Antennas Flagged,"88 / 95 total a priori good antennas: 3, 5, 7, 9, 10, 15, 16, 17, 19, 20, 21, 29, 30, 31, 37, 40, 41, 42, 45, 53, 54, 55, 56, 66, 69, 71, 72, 73, 81, 83, 84, 85, 86, 88, 91, 93, 94, 98, 99, 101, 103, 105, 106, 107, 108, 109, 111, 112, 116, 117, 118, 121, 122, 123, 127, 128, 129, 130, 140, 141, 142, 143, 144, 156, 157, 158, 160, 161, 162, 163, 164, 165, 167, 169, 170, 176, 177, 178, 179, 181, 183, 184, 185, 186, 187, 189, 190, 191"
A Priori Bad Antennas Not Flagged,1 / 52 total a priori bad antennas: 4
