,Ant,Node,A Priori Status,Auto Metrics Flags,Flag Fraction Before Redcal,Flagged By Redcal chi^2 Fraction,ee Shape Modified Z-Score,nn Shape Modified Z-Score,ee Power Modified Z-Score,nn Power Modified Z-Score,ee Temporal Variability Modified Z-Score,nn Temporal Variability Modified Z-Score,ee Temporal Discontinuties Modified Z-Score,nn Temporal Discontinuties Modified Z-Score,Median chi^2 Per Antenna (Jee),Median chi^2 Per Antenna (Jnn)
0,0,0,RF_maintenance,1.0,1.0,0.0,57.619277921972646,193.19042102684756,103.7137181423688,173.23987379477862,30.65023318909405,166.19348917745677,359.4884070085242,1321.1614679133222,1.4928779006004333,1.4836811125278473
1,1,0,RF_maintenance,1.0,1.0,0.0,74.55506396191252,115.55140606642446,114.13648363356809,114.58997422115887,58.335294680157816,99.86908868279963,434.50729391713895,635.5735500832711,1.5313098728656769,1.5358018279075623
2,2,0,RF_maintenance,1.0,1.0,0.0,70.69368840179334,92.41180928107886,116.14235440323824,104.63923514290444,54.61662076920338,53.4527383401584,522.9118897524243,366.35821707105896,1.43056720495224,1.4367317855358124
3,3,1,digital_ok,0.0,0.22448979591836735,0.0,0.7206094025479676,-1.1539385185505227,-0.9110693079254113,0.6044160519054181,-0.9089397962502046,0.8201444455665463,-0.9265312315891724,-0.7241989845832046,2.2431488633155823,1.8600121438503265
4,4,1,RF_maintenance,1.0,1.0,0.0,0.21504143439030843,5.80386250530768,0.09180602158108377,-0.6820363350306894,-0.6372636742231631,2.037542760705199,0.7561957250930356,5.887932970029392,6.024569988250732,4.8464953899383545
5,5,1,digital_ok,0.0,0.22448979591836735,0.0,-0.1154118394232173,-0.38691410021294553,0.4028728048281308,-1.149064795639773,0.6649174057593443,1.2909331083970865,2.77898381297086,0.9475029450450388,2.6575138568878174,2.208459436893463
6,7,2,dish_ok,1.0,1.0,0.0,,,inf,inf,,,,,0.0,0.0
7,8,2,dish_ok,1.0,1.0,0.0,,,inf,inf,,,,,0.0,0.0
8,9,2,dish_ok,1.0,1.0,0.0,,,inf,inf,,,,,0.0,0.0
9,10,2,dish_ok,1.0,1.0,0.0,,,inf,inf,,,,,0.0,0.0
10,11,0,RF_maintenance,1.0,1.0,0.0,279.9706261927403,129.75914986024836,138.7797758846012,118.76681000961268,78.31264885100641,71.29154544901094,630.7752511977812,394.2588444204706,1.4096789956092834,1.4156011044979095
11,12,0,RF_maintenance,1.0,1.0,0.0,118.29164428913639,87.09779276300918,125.18259185326505,98.24438257360016,121.35119907443132,49.496662979425,727.625178539863,302.8683631708504,1.3763089776039124,1.3876931071281433
12,13,0,RF_maintenance,1.0,1.0,0.0,108.54383871878636,93.49959681078353,124.91874022233137,125.30670436289378,91.57770123545914,108.45645368796811,463.8949275184776,711.0252258343859,1.4619649350643158,1.4682486057281494
13,14,0,RF_maintenance,1.0,1.0,0.0,165.6599764266953,160.17122932164193,124.43798263845757,142.54539121160494,68.95182402319054,129.02997358724846,512.3966782639764,1024.1296878306832,1.3617500960826874,1.3608395457267761
14,15,1,digital_ok,1.0,1.0,0.0,0.7202944888568532,0.8776625942736048,1.5878691264843998,0.5183163457447957,1.2675755342433745,1.0405659147274218,6.385282987783431,2.6237182789600646,6.2614463567733765,5.088987350463867
15,16,1,digital_ok,0.0,0.22448979591836735,0.0,-0.6283721164052228,-0.18753913531494204,0.6360123085279543,-0.8477813122298563,-0.7213145806578145,1.0579997469453706,0.5336210650119749,2.057077573360285,2.5895718336105347,2.100486636161804
16,17,1,digital_ok,0.0,0.22448979591836735,0.02040816326530612,0.2101455571535301,0.991247338510974,0.5284023873910234,-0.48269781528683886,-0.0651924928252467,-0.6498700560058013,1.738095859767948,0.9359536625335753,2.8008193373680115,2.117069900035858
17,18,1,RF_maintenance,1.0,1.0,0.0,0.6068949242678481,15.436514390386119,-0.133189975875373,0.05927973553375418,1.231730761345998,3.8069260484441823,-0.5643540940408043,12.861137077507298,5.250269770622253,2.833084285259247
18,19,2,dish_ok,1.0,1.0,0.0,,,inf,inf,,,,,0.0,0.0
19,20,2,dish_ok,1.0,1.0,0.0,,,inf,inf,,,,,0.0,0.0
20,21,2,dish_ok,1.0,1.0,0.0,,,inf,inf,,,,,0.0,0.0
21,23,0,RF_maintenance,1.0,1.0,0.0,58.33697866257074,82.39291905698113,106.32298231899155,105.15929614915353,60.88798368845341,65.16861632933215,366.18901065884194,341.2872345499018,1.3903620839118958,1.3624472916126251
22,24,0,RF_maintenance,1.0,1.0,0.0,113.02845808831836,133.60278752808293,154.03670464638176,106.74359294251823,101.5071329002212,48.722392909986425,1030.191199983328,290.2537210254168,1.3939851820468903,1.3973094820976257
23,25,0,RF_maintenance,1.0,1.0,0.0,456.14010827513135,454.7538573803134,inf,219.6532945682243,36.29762533989493,53.1973849181598,228.16891718807474,296.456865717216,0.0,1.3806975781917572
24,26,0,RF_maintenance,1.0,1.0,0.0,427.103263564256,460.73871408843036,183.47651058304336,inf,77.01095825426768,89.3327698005296,573.9245191598363,584.7242596370895,1.3441093266010284,0.0
25,27,1,RF_maintenance,1.0,1.0,0.0,22.662303846160583,21.753370879498053,52.018540209780504,52.05685295929783,17.296644642900013,29.578404017748124,2.4033479051501083,1.895865530042228,1.5311272144317627,1.572254240512848
26,28,1,RF_maintenance,1.0,1.0,0.0,32.08876093053227,1.95720379917452,2.0937284681374253,1.427104333998626,11.026140906613115,6.478841791779884,22.934361907885574,1.482624675121738,2.7690160274505615,5.66724157333374
27,29,1,digital_ok,0.0,0.22448979591836735,0.0,-1.488708161397379,-0.9364751296058196,-0.7711101918155079,0.5589580104849543,-0.0318691289404833,0.22564356066670982,0.21789908236157451,0.011149159047827348,2.5148425698280334,2.249689519405365
28,30,1,RF_maintenance,1.0,1.0,0.0,0.8742469119375326,-1.2133182549606185,10.506853716488056,12.14224772750006,-0.4745814678864334,1.0409148574621279,1.1498161503964883,1.2177104721112617,5.6147695779800415,4.99453330039978
29,31,2,dish_ok,1.0,1.0,0.0,,,inf,inf,,,,,0.0,0.0
30,32,2,dish_ok,1.0,1.0,0.0,,,inf,inf,,,,,0.0,0.0
31,33,2,dish_ok,1.0,1.0,0.0,,,inf,inf,,,,,0.0,0.0
32,36,3,digital_ok,1.0,1.0,0.0,1.9251343648212913,-1.4957587591200967,5.503756835935234,2.981073310197521,29.079879360479996,29.434813979703314,13.8535007768308,15.660685062801388,1.4808964431285858,1.4875154793262482
33,37,3,RF_maintenance,1.0,1.0,0.0,-0.5579945420105512,20.136846342708832,6.720553859853474,50.01660104362451,30.141954901576668,48.51040389402847,13.250500957034722,12.703558550873394,1.4864340126514435,1.4423967897891998
34,38,3,RF_maintenance,1.0,1.0,0.0,0.697085167546773,22.782267093544586,-0.7687783594405608,52.34256694064152,28.433070825796793,48.61670492959738,15.129003967980097,13.959230934607431,1.4548945426940918,1.4108344614505768
35,39,0,RF_maintenance,1.0,1.0,0.0,459.5023067373474,472.265013650715,273.4067456573218,inf,65.44049356141453,433.56522572501586,527.4615452686907,2802.0708026484795,0.0,0.0
