,0
JD,2459786
Date,7-25-2022
LST Range,15.732 -- 17.732 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,372
Total Number of Antennas,147
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 3 RF_maintenance: 43 RF_ok: 11 digital_maintenance: 2 digital_ok: 85 not_connected: 3
Commanded Signal Source,antenna
Antennas in Commanded State,104 / 147 (70.7%)
Cross-Polarized Antennas,104
Total Number of Nodes,15
Nodes Registering 0s,N18
Nodes Not Correlating,"N10, N12"
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,82 / 147 (55.8%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,117 / 147 (79.6%)
Redcal Done?,Y
Redcal Flagged Antennas,10 / 147 (6.8%)
Never Flagged Antennas,12 / 147 (8.2%)
A Priori Good Antennas Flagged,"78 / 85 total a priori good antennas: 5, 7, 9, 10, 15, 16, 17, 19, 20, 21, 30, 37, 40, 41, 45, 46, 50, 51, 53, 54, 55, 56, 57, 65, 66, 68, 69, 71, 72, 81, 83, 84, 88, 91, 92, 99, 101, 103, 105, 107, 108, 109, 111, 117, 118, 121, 122, 123, 128, 129, 135, 138, 140, 141, 142, 143, 144, 145, 160, 161, 162, 163, 165, 167, 169, 170, 176, 177, 178, 179, 181, 183, 185, 186, 187, 189, 190, 191"
A Priori Bad Antennas Not Flagged,"5 / 62 total a priori bad antennas: 3, 67, 98, 100, 116"
