,Ant,Node,A Priori Status,Auto Metrics Flags,Dead Fraction in Ant Metrics (Jee),Dead Fraction in Ant Metrics (Jnn),Crossed Fraction in Ant Metrics,ee Shape Modified Z-Score,nn Shape Modified Z-Score,ee Power Modified Z-Score,nn Power Modified Z-Score,ee Temporal Variability Modified Z-Score,nn Temporal Variability Modified Z-Score,ee Temporal Discontinuties Modified Z-Score,nn Temporal Discontinuties Modified Z-Score,Average Dead Ant Metric (Jee),Average Dead Ant Metric (Jnn),Average Crossed Ant Metric
0,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_0_report.html"" target=""_blank"">0</a>",0,RF_maintenance,1.0,1.0,1.0,0.0,47.83789497331207,92.31962713479597,135.16793389054348,166.1835112567345,70.02108403335083,131.19374049036563,1359.7633404257047,2173.565271887837,0.020845046382612073,0.01886702712758786,0.0012946399977841322
1,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_1_report.html"" target=""_blank"">1</a>",0,RF_maintenance,1.0,1.0,1.0,0.0,119.20984098357701,83.81446485136772,186.49070129121193,152.80940268986876,185.08557401431023,132.361853194739,2289.0510875262053,1991.3745304118506,0.01863011597750108,0.018848738401852964,0.00038231311816174586
2,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_2_report.html"" target=""_blank"">2</a>",0,RF_maintenance,1.0,1.0,1.0,0.0,35.87143677118274,61.37308303254014,117.50158237622756,120.89629687540072,47.20315749242511,44.945026048219034,752.2095206192545,687.7066580366406,0.020204264637149756,0.01947028294417032,0.0003171793570197931
3,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_3_report.html"" target=""_blank"">3</a>",1,digital_ok,0.0,0.0,0.0,0.0,3.2391218986049486,0.6574321241183739,0.30610876771372003,-0.7094826209043544,-0.9531282548110206,-0.573740943024719,-0.7674609902684418,1.3284218203784897,0.5832055419021799,0.5862231724538594,0.3118138501195837
4,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_4_report.html"" target=""_blank"">4</a>",1,RF_maintenance,0.0,0.0,0.0,0.0,-0.7011586481235433,1.9074376472976586,-1.1210842930181613,-0.7759676605303365,1.1026611575350573,0.21280568622690169,0.6780480645566573,0.04293154656691664,0.584996815379341,0.5922729416203064,0.30428522197709096
5,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_5_report.html"" target=""_blank"">5</a>",1,digital_ok,0.0,0.0,0.0,0.0,1.1779543516383457,0.40818989303769865,-1.0190700994331034,1.8128617037817933,-1.5514550233078372,-0.2574979728497824,-0.33821898643366716,-1.6530322325916535,0.5938870098510395,0.6065952095143184,0.29739798236971204
6,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_7_report.html"" target=""_blank"">7</a>",2,dish_ok,1.0,0.0,0.0,0.0,-0.015316182280399736,-0.5036982494996931,1.5302891266389587,3.605033056006305,-0.5764837079167505,3.053858996332564,4.374254434616628,47.312502317038444,0.5933746728990319,0.6116757570296585,0.29722896820835537
7,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_8_report.html"" target=""_blank"">8</a>",2,dish_ok,1.0,0.0,0.0,0.0,1.3485975695313361,-0.11080983434262989,10.133554275676115,7.594570519099554,2.676398360117922,0.9953925867693986,23.501179860788938,6.648043064368764,0.5839380384944769,0.606377457561601,0.29517095225492473
8,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_9_report.html"" target=""_blank"">9</a>",2,dish_ok,1.0,0.0,0.0,0.0,3.5094582422971503,2.3804198440672106,8.603336322586635,0.6999053895817726,3.8220229069344525,1.2422168958202182,2.8360026365603925,-0.3914429281671428,0.5800127047509697,0.5938310103816776,0.3098024533336866
9,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_10_report.html"" target=""_blank"">10</a>",2,dish_ok,1.0,0.0,0.0,0.0,4.05868333994854,3.938861920027409,19.736995868946515,14.187905207950498,4.052176417601961,6.453988913676151,3.4188062421931646,4.911149794824147,0.5504216294792861,0.5719416727867556,0.3117008372177128
10,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_11_report.html"" target=""_blank"">11</a>",0,RF_maintenance,1.0,1.0,1.0,0.0,,,inf,inf,,,,,,,
11,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_12_report.html"" target=""_blank"">12</a>",0,RF_maintenance,1.0,1.0,1.0,0.0,,,inf,inf,,,,,,,
12,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_13_report.html"" target=""_blank"">13</a>",0,RF_maintenance,1.0,1.0,1.0,0.0,,,inf,inf,,,,,,,
13,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_14_report.html"" target=""_blank"">14</a>",0,RF_maintenance,1.0,1.0,1.0,0.0,72.20637005907834,89.52856557013395,130.34690199160173,153.61401717831737,71.71324690426255,207.2836333305943,1062.6387396697867,2397.2997364399744,0.021189766407672655,0.019281294510592267,0.0013818198947208452
14,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_15_report.html"" target=""_blank"">15</a>",1,digital_ok,1.0,0.0,0.0,0.0,-0.5001788303969521,0.4815123437404234,6.751874751630779,7.006707320131329,3.0789405747705247,2.0085331874965426,2.147179188583292,6.2185106147323825,0.6004936082860017,0.6042232741836355,0.2975099588724743
15,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_16_report.html"" target=""_blank"">16</a>",1,digital_ok,0.0,0.0,0.0,0.0,-1.0213541251485978,0.008499067893476691,-1.1745671863641378,-0.5408421902734485,-0.7605861252353948,0.12465632096196017,3.1854948346535608,2.649840734378661,0.610603944482054,0.611723814070717,0.29653567639597267
16,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_17_report.html"" target=""_blank"">17</a>",1,digital_ok,0.0,0.0,0.0,0.0,-0.9312977848164404,-0.14039793336952114,-0.7714770088322337,0.4389557809292713,0.056416083667514716,1.2482738754687766,1.0754573958690146,2.9256718628310963,0.6123238335505232,0.6199711586226079,0.29746262227256254
17,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_18_report.html"" target=""_blank"">18</a>",1,RF_maintenance,1.0,1.0,1.0,0.0,,,inf,inf,,,,,,,
18,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_19_report.html"" target=""_blank"">19</a>",2,dish_ok,1.0,0.0,0.0,0.0,1.3154828339409588,0.031122833640192537,1.0036939090117876,22.948969033454638,3.124717209214949,24.23113946897041,12.968266979828103,23.80763364911101,0.5991824023147792,0.6050555316620526,0.29866252364305285
19,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_20_report.html"" target=""_blank"">20</a>",2,dish_ok,1.0,0.0,0.0,0.0,-0.357208076101032,-0.344150092816016,32.17836687240104,3.0770319831797512,0.13258798353237797,0.09472581896075451,3.7681155053638973,2.0069474498562956,0.5823110290672078,0.6024211795272862,0.3161128808806419
