,0
JD,2459803
Date,8-11-2022
LST Range,16.849 -- 18.849 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,372
Total Number of Antennas,147
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 3 RF_maintenance: 32 RF_ok: 11 digital_maintenance: 3 digital_ok: 95 not_connected: 3
Commanded Signal Source,antenna
Antennas in Commanded State,104 / 147 (70.7%)
Cross-Polarized Antennas,93
Total Number of Nodes,15
Nodes Registering 0s,N18
Nodes Not Correlating,"N09, N14, N19"
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,77 / 147 (52.4%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,111 / 147 (75.5%)
Redcal Done?,Y
Redcal Flagged Antennas,11 / 147 (7.5%)
Never Flagged Antennas,15 / 147 (10.2%)
A Priori Good Antennas Flagged,"81 / 95 total a priori good antennas: 3, 5, 7, 9, 16, 19, 20, 21, 30, 37, 38, 41, 42, 45, 46, 53, 54, 55, 56, 67, 69, 71, 72, 73, 81, 83, 84, 85, 86, 88, 91, 93, 94, 98, 99, 101, 103, 105, 106, 107, 108, 109, 111, 112, 117, 118, 121, 122, 123, 127, 128, 129, 130, 140, 141, 142, 143, 144, 156, 157, 158, 160, 161, 163, 164, 165, 167, 169, 170, 176, 177, 178, 179, 181, 184, 185, 186, 187, 189, 190, 191"
A Priori Bad Antennas Not Flagged,1 / 52 total a priori bad antennas: 135
