,Ant,Node,A Priori Status,Auto Metrics Flags,ee Shape Modified Z-Score,nn Shape Modified Z-Score,ee Power Modified Z-Score,nn Power Modified Z-Score,ee Temporal Variability Modified Z-Score,nn Temporal Variability Modified Z-Score,ee Temporal Discontinuties Modified Z-Score,nn Temporal Discontinuties Modified Z-Score
0,0,0,RF_maintenance,0.0,,,,,,,,
1,1,0,RF_maintenance,0.0,,,,,,,,
2,2,0,RF_maintenance,0.0,,,,,,,,
3,3,1,digital_ok,0.0,,,,,,,,
4,4,1,RF_maintenance,0.0,,,,,,,,
5,5,1,digital_ok,0.0,,,,,,,,
6,7,2,dish_ok,0.0,,,,,,,,
7,8,2,dish_ok,0.0,,,,,,,,
8,9,2,dish_ok,0.0,,,,,,,,
9,10,2,dish_ok,0.0,,,,,,,,
10,11,0,RF_maintenance,0.0,,,,,,,,
11,12,0,RF_maintenance,0.0,,,,,,,,
12,13,0,RF_maintenance,0.0,,,,,,,,
13,14,0,RF_maintenance,0.0,,,,,,,,
14,15,1,digital_ok,0.0,,,,,,,,
15,16,1,digital_ok,0.0,,,,,,,,
16,17,1,digital_ok,0.0,,,,,,,,
17,18,1,RF_maintenance,0.0,,,,,,,,
18,19,2,dish_ok,0.0,,,,,,,,
19,20,2,dish_ok,0.0,,,,,,,,
20,21,2,dish_ok,0.0,,,,,,,,
21,23,0,RF_maintenance,0.0,,,,,,,,
22,24,0,RF_maintenance,0.0,,,,,,,,
23,25,0,RF_maintenance,0.0,,,,,,,,
24,26,0,RF_maintenance,0.0,,,,,,,,
25,27,1,RF_maintenance,0.0,,,,,,,,
26,28,1,RF_maintenance,0.0,,,,,,,,
27,29,1,digital_ok,0.0,,,,,,,,
28,30,1,RF_maintenance,0.0,,,,,,,,
29,31,2,dish_ok,0.0,,,,,,,,
30,32,2,dish_ok,0.0,,,,,,,,
31,33,2,dish_ok,0.0,,,,,,,,
32,36,3,digital_ok,0.0,,,,,,,,
33,37,3,RF_maintenance,0.0,,,,,,,,
34,38,3,RF_maintenance,0.0,,,,,,,,
35,39,0,RF_maintenance,0.0,,,,,,,,
36,40,4,digital_ok,0.0,,,,,,,,
37,41,4,digital_ok,0.0,,,,,,,,
38,42,4,RF_maintenance,0.0,,,,,,,,
39,45,5,RF_maintenance,0.0,,,,,,,,
40,46,5,digital_ok,0.0,,,,,,,,
41,50,3,digital_ok,0.0,,,,,,,,
42,51,3,RF_maintenance,0.0,,,,,,,,
43,52,3,digital_ok,0.0,,,,,,,,
44,53,3,digital_ok,0.0,,,,,,,,
45,54,4,RF_maintenance,0.0,,,,,,,,
46,55,4,RF_maintenance,0.0,,,,,,,,
47,56,4,digital_ok,0.0,,,,,,,,
48,57,4,RF_ok,0.0,,,,,,,,
49,65,3,RF_maintenance,0.0,,,,,,,,
50,66,3,digital_ok,0.0,,,,,,,,
51,67,3,digital_ok,0.0,,,,,,,,
52,68,3,digital_ok,0.0,,,,,,,,
53,69,4,digital_ok,0.0,,,,,,,,
54,70,4,digital_ok,0.0,,,,,,,,
55,71,4,RF_maintenance,0.0,,,,,,,,
56,72,4,RF_ok,0.0,,,,,,,,
57,73,5,RF_maintenance,0.0,,,,,,,,
58,81,7,digital_ok,0.0,,,,,,,,
59,82,7,RF_maintenance,0.0,,,,,,,,
60,83,7,digital_ok,0.0,,,,,,,,
61,84,8,RF_maintenance,0.0,,,,,,,,
62,85,8,digital_ok,0.0,,,,,,,,
63,86,8,RF_maintenance,0.0,,,,,,,,
64,87,8,digital_ok,0.0,,,,,,,,
65,88,9,digital_ok,0.0,,,,,,,,
66,89,9,RF_maintenance,0.0,,,,,,,,
67,90,9,RF_maintenance,0.0,,,,,,,,
68,91,9,digital_ok,0.0,,,,,,,,
69,92,10,digital_ok,0.0,,,,,,,,
70,93,10,RF_maintenance,0.0,,,,,,,,
71,94,10,RF_maintenance,0.0,,,,,,,,
72,98,7,digital_maintenance,0.0,,,,,,,,
73,99,7,digital_ok,0.0,,,,,,,,
74,100,7,RF_maintenance,0.0,,,,,,,,
75,101,8,RF_maintenance,0.0,,,,,,,,
76,102,8,digital_ok,0.0,,,,,,,,
77,103,8,digital_ok,0.0,,,,,,,,
78,104,8,digital_ok,0.0,,,,,,,,
79,105,9,digital_ok,0.0,,,,,,,,
80,106,9,digital_ok,0.0,,,,,,,,
81,107,9,digital_ok,0.0,,,,,,,,
82,108,9,digital_ok,0.0,,,,,,,,
83,109,10,digital_ok,0.0,,,,,,,,
84,110,10,RF_maintenance,0.0,,,,,,,,
85,111,10,digital_ok,0.0,,,,,,,,
86,112,10,RF_maintenance,0.0,,,,,,,,
87,116,7,RF_maintenance,0.0,,,,,,,,
88,119,7,RF_maintenance,0.0,,,,,,,,
89,120,8,digital_ok,0.0,,,,,,,,
90,121,8,RF_maintenance,0.0,,,,,,,,
91,122,8,digital_maintenance,0.0,,,,,,,,
92,123,8,RF_maintenance,0.0,,,,,,,,
93,124,9,digital_ok,0.0,,,,,,,,
94,125,9,RF_maintenance,0.0,,,,,,,,
95,126,9,RF_maintenance,0.0,,,,,,,,
96,127,10,RF_maintenance,0.0,,,,,,,,
97,128,10,digital_ok,0.0,,,,,,,,
98,129,10,digital_ok,0.0,,,,,,,,
99,130,10,digital_maintenance,0.0,,,,,,,,
100,135,12,digital_ok,0.0,,,,,,,,
101,136,12,RF_maintenance,0.0,,,,,,,,
