,0
JD,2459808
Date,8-16-2022
LST Range,17.176 -- 19.176 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,372
Total Number of Antennas,147
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 3 RF_maintenance: 32 RF_ok: 11 digital_maintenance: 3 digital_ok: 95 not_connected: 3
Commanded Signal Source,
Antennas in Commanded State,0 / 147 (0.0%)
Cross-Polarized Antennas,
Total Number of Nodes,15
Nodes Registering 0s,N18
Nodes Not Correlating,"N09, N14, N15, N19"
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,81 / 147 (55.1%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,102 / 147 (69.4%)
Redcal Done?,N
Never Flagged Antennas,32 / 147 (21.8%)
A Priori Good Antennas Flagged,"65 / 95 total a priori good antennas: 5, 7, 21, 30, 31, 37, 38, 40, 45, 54, 55, 56, 69, 73, 83, 84, 88, 91, 93, 94, 98, 101, 103, 105, 106, 107, 108, 109, 111, 112, 117, 118, 121, 122, 123, 127, 128, 129, 130, 140, 141, 142, 143, 144, 156, 160, 161, 163, 164, 165, 167, 169, 170, 176, 177, 178, 179, 181, 184, 185, 186, 187, 189, 190, 191"
A Priori Bad Antennas Not Flagged,"2 / 52 total a priori bad antennas: 82, 135"
