,Ant,Node,A Priori Status,Dead Fraction in Ant Metrics (Jee),Dead Fraction in Ant Metrics (Jnn),Crossed Fraction in Ant Metrics,Average Dead Ant Metric (Jee),Average Dead Ant Metric (Jnn),Average Crossed Ant Metric
0,0,0,RF_maintenance,1.0,1.0,0.0,0.017742472256647133,0.01638208443314722,0.001165779031257612
1,1,0,RF_maintenance,1.0,1.0,0.0,0.0162603473886272,0.01623003579859094,0.0003576389192025318
2,2,0,RF_maintenance,1.0,1.0,0.0,0.01642440722500424,0.01623266194516399,0.00029218033690284374
3,3,1,digital_ok,0.0,0.0,0.0,0.5302282169251588,0.5358218995892071,0.33023373978986076
4,4,1,RF_maintenance,0.0,0.0,0.0,0.5395476388855056,0.537633606960896,0.3194308359243679
5,5,1,digital_ok,0.0,0.0,0.0,0.5434220005346251,0.5461518676499211,0.31725372790654094
6,7,2,dish_ok,0.0,0.0,0.0,0.6757262095237153,0.6854623399169684,0.39409716479036677
7,8,2,dish_ok,1.0,0.0,0.0,0.05820543324782776,0.6709374274333492,0.5000158435078256
8,9,2,dish_ok,0.0,0.0,0.0,0.6544418544721772,0.666439311634024,0.38486637958942604
9,10,2,dish_ok,0.0,0.0,0.0,0.6482670521393392,0.6526304751452684,0.38952760028537403
10,11,0,RF_maintenance,1.0,1.0,0.0,0.018554176267416976,0.017059955239373377,0.0011925906525349134
11,12,0,RF_maintenance,1.0,1.0,0.0,0.019211576358163916,0.017934158398319272,0.00084526835292511
12,13,0,RF_maintenance,1.0,1.0,0.0,0.01920932625590305,0.0180781739173043,0.0007768703368006064
13,14,0,RF_maintenance,1.0,1.0,0.0,0.01854590924864773,0.017375444879210937,0.0006103098603426446
14,15,1,digital_ok,0.0,0.0,0.0,0.5422872620819312,0.5489071922528772,0.3178018600528045
15,16,1,digital_ok,0.0,0.0,0.0,0.5531887700090846,0.5557434199309063,0.31661125647835103
16,17,1,digital_ok,0.0,0.0,0.0,0.5454516967235018,0.5578984650330118,0.3116291817850593
17,18,1,RF_maintenance,0.0,0.6482982171799028,0.0,0.5532897535621568,0.4072862741623972,0.3439855618298605
18,19,2,dish_ok,0.0,0.0,0.0,0.6670984368752286,0.6733280680799697,0.38436546789646153
19,20,2,dish_ok,0.0,0.0,0.0,0.6584226668209342,0.6838630656175139,0.3919138929795613
20,21,2,dish_ok,0.0,0.0,0.0,0.633100912099074,0.6555368681141543,0.38757683479709265
21,23,0,RF_maintenance,1.0,1.0,0.0,0.018097327776351733,0.016942775153542332,0.0006524020509656314
22,24,0,RF_maintenance,1.0,1.0,0.0,0.01649545207766669,0.01621534144614011,0.00043597308448712653
23,25,0,RF_maintenance,1.0,1.0,0.0,0.0069350108963254385,0.02990235350408145,0.02563844225502866
24,26,0,RF_maintenance,1.0,1.0,0.0,0.019433832040608494,0.00340549878940155,0.012666262708996822
25,27,1,RF_maintenance,1.0,1.0,0.0,0.050579385074741925,0.057486306178013945,0.005443993815888387
26,28,1,RF_maintenance,0.8752025931928687,0.8698001080497029,0.12479740680713128,0.1580229558650836,0.25795365490196887,-0.13449448878189227
27,29,1,digital_ok,0.0,0.0,0.0,0.5585587431741958,0.5602470287578036,0.3087206031477562
28,30,1,RF_maintenance,0.0,0.0,0.0,0.5543162777439549,0.563198071537136,0.3146490881257148
29,31,2,dish_ok,0.0,0.0,0.0,0.6822565620477166,0.6825879126415242,0.3890848923813388
30,32,2,dish_ok,0.0,0.0,0.0,0.5702181809125976,0.6721512817220767,0.366780639624927
31,33,2,dish_ok,0.0,0.0,0.0,0.6618279462589644,0.6775573809344773,0.3907513249240476
32,36,3,digital_ok,1.0,1.0,0.0,0.057763474181093566,0.06741078203046687,0.005137649518131156
33,40,4,digital_ok,0.0,0.0,0.0,0.6021022820666458,0.6005558512212906,0.3415073279742606
34,41,4,digital_ok,0.0,0.0,0.0,0.6152341590594206,0.618986142093846,0.3336470799903285
35,42,4,RF_maintenance,0.0,0.0,0.0,0.6211698237430814,0.62462232975137,0.3356018579214999
36,45,5,RF_maintenance,0.0,1.0,0.0,0.688417121908001,0.07079791039887412,0.522236202145463
37,46,5,digital_ok,0.0,0.0,0.0,0.6790440470665055,0.6869756508100031,0.38938753548831134
38,50,3,digital_ok,1.0,1.0,0.0,0.05585590397624836,0.07470441878628195,0.005595466207510946
39,51,3,RF_maintenance,1.0,1.0,0.0,0.06398067847275025,0.035916076121177955,0.030613180151322413
40,52,3,digital_ok,1.0,1.0,0.0,0.06966755495306821,0.05556995996043524,0.0049798393800091646
41,53,3,digital_ok,1.0,1.0,0.0,0.07071590356471168,0.0597161578254493,0.00629214626634884
42,54,4,RF_maintenance,0.0,0.0,0.0,0.6001118877965248,0.6124677296391572,0.3330656762774602
43,56,4,digital_ok,0.0,0.0,0.0,0.6198896363131882,0.6232861688903814,0.3260831100476733
44,57,4,RF_ok,1.0,1.0,0.0,0.051767962233200994,0.04139460600247458,0.004082024280093993
45,65,3,RF_maintenance,1.0,1.0,0.0,0.031021221369428798,0.034988571910621845,0.00167834818011936
46,66,3,digital_ok,1.0,1.0,0.0,0.03174214804525084,0.03463794556944206,0.004442360969991286
47,67,3,digital_ok,1.0,1.0,0.0,0.031352435784556786,0.05910171001675781,0.035068601352151514
48,69,4,digital_ok,0.0,0.0,0.0,0.6079890017597639,0.6186255141106429,0.33325818127387735
49,72,4,RF_ok,0.0,0.0,0.0,0.6195406743587357,0.6288366226003969,0.32355272363275234
50,73,5,RF_maintenance,0.0,0.0,0.0,0.6973557574948706,0.6982914075021154,0.37123772967423047
51,81,7,digital_ok,0.0,0.0,0.0,0.6292546409551607,0.6452345456764444,0.4067947082104219
52,82,7,RF_maintenance,0.0,0.0,0.0,0.6347915670896884,0.6629249036924999,0.40165309004023525
53,83,7,digital_ok,1.0,1.0,0.0,0.04713019829114973,0.047626325670729795,0.00015041886614282633
54,84,8,RF_maintenance,0.0,0.0,0.0,0.6526277701902076,0.6851851073010339,0.3866597354202355
55,87,8,digital_ok,0.0,0.0,0.0,0.684972409614122,0.688989426035121,0.3651785226400433
56,88,9,digital_ok,1.0,1.0,0.0,0.05128241820635805,0.05240973083198614,0.0002073451958865764
57,89,9,RF_maintenance,0.0,0.0,0.0,0.6940517544049136,0.6995444026601316,0.3640590098562737
58,90,9,RF_maintenance,0.0,0.0,0.0,0.6911130624423727,0.6946809987841753,0.3703830494226607
59,91,9,digital_ok,1.0,1.0,0.0,0.04556279818522691,0.04494623812723892,-0.0002666580559471052
60,92,10,digital_ok,0.0,0.0,0.0,0.6445208154504656,0.6531283898908662,0.36360824189043073
61,93,10,RF_maintenance,1.0,1.0,0.0,0.0450415114996273,0.052590201622610154,0.0032575504210941206
62,94,10,RF_maintenance,0.0,0.0,0.0,0.6216336630570117,0.6285975950264665,0.368623150862472
63,98,7,digital_maintenance,1.0,1.0,0.0,0.0449348901464174,0.051047239441521126,0.007462423011437648
64,99,7,digital_ok,0.0,0.0,0.0,0.6451978373643598,0.6599113468383362,0.3994557818370768
65,100,7,RF_maintenance,1.0,1.0,0.0,0.047279358662719415,0.051802311411984055,0.006637665328394703
66,101,8,RF_maintenance,0.0,0.0,0.0,0.6756456227080162,0.6899263926633387,0.38181158487242345
67,103,8,digital_ok,0.0,0.0,0.0,0.6886276338521371,0.698411040854092,0.3725857372037157
68,104,8,digital_ok,0.0,0.0,0.0,0.6956131449635343,0.7029879680411888,0.37244267572149214
69,105,9,digital_ok,1.0,1.0,0.0,0.03561441562198583,0.048915692379990036,0.012585949245296726
70,106,9,digital_ok,0.0,0.0,0.0,0.697567872078503,0.701045643425718,0.36687919738576913
71,107,9,digital_ok,0.0,0.0,0.0,0.6908025985237103,0.6976553311182999,0.3722750007749638
72,108,9,digital_ok,0.0,0.0,0.0,0.6875189860580028,0.6927351615646111,0.3721270248764977
73,109,10,digital_ok,0.0,0.0,0.0,0.6473144945302157,0.6588521604154185,0.3606027846794917
74,110,10,RF_maintenance,0.0,0.0,0.0,0.6293750584393585,0.6416344157020065,0.359713499480765
75,111,10,digital_ok,0.0,0.0,0.0,0.6326775218655379,0.6409570563082891,0.36846670633308126
76,112,10,RF_maintenance,0.0,0.0,0.0,0.6147119209320812,0.6270503439313374,0.3776339528916575
77,116,7,RF_maintenance,1.0,1.0,0.0,0.051601951812557896,0.04506958107414382,0.004595653326378467
78,119,7,RF_maintenance,0.0,0.0,0.0,0.6707267604876281,0.6849796597305878,0.3839744783578309
79,120,8,digital_ok,0.0,0.0,0.0,0.6616329846345395,0.6792713020831271,0.35012056264177094
80,121,8,RF_maintenance,1.0,1.0,0.0,0.06687747409821103,0.060286539708373534,0.005882519751036425
81,122,8,digital_maintenance,0.0,0.0,0.0,0.6946634298543656,0.6998299316392609,0.3662703770319026
82,123,8,RF_maintenance,0.0,0.0,0.0,0.6799648324340111,0.6933608658942507,0.36951072695908993
83,124,9,digital_ok,1.0,1.0,0.0,0.0477886898477673,0.05160326470156502,0.0054590766556276505
84,125,9,RF_maintenance,1.0,1.0,0.0,0.035967862638730724,0.040596891207861634,0.0030014126492504405
85,126,9,RF_maintenance,1.0,1.0,0.0,0.04240850686678411,0.04366966040174238,-0.00038042863145151703
86,127,10,RF_maintenance,0.0,0.0,0.0,0.620111610607292,0.6450780346749733,0.35183304787309455
87,128,10,digital_ok,0.0,0.0,0.0,0.6474140515148136,0.6536676497261127,0.3629676498093349
88,129,10,digital_ok,0.0,0.0,0.0,0.6283579295779308,0.642938803397971,0.3609105263104122
