,Ant,Node,A Priori Status,Dead Fraction in Ant Metrics (Jee),Dead Fraction in Ant Metrics (Jnn),Crossed Fraction in Ant Metrics,Average Dead Ant Metric (Jee),Average Dead Ant Metric (Jnn),Average Crossed Ant Metric
0,0,0,RF_maintenance,1.0,1.0,0.0,0.017762861395508405,0.016281663217314068,0.0014690768241523904
1,1,0,RF_maintenance,1.0,1.0,0.0,0.016395778135089304,0.01655997654155625,0.0003748356096605495
2,2,0,RF_maintenance,1.0,1.0,0.0,0.016866369036015447,0.016691307833772866,0.0003347486142465372
3,7,2,dish_ok,0.0,0.0,0.0,0.679771463662516,0.6805723074257786,0.4046190448617406
4,8,2,dish_ok,1.0,0.0,0.0,0.06888395502341467,0.6714587725479788,0.5177291839806395
5,9,2,dish_ok,0.0,0.0,0.0,0.6633158421965238,0.6552489784731517,0.40656767801797966
6,10,2,dish_ok,0.0,0.0,0.0,0.6524366167143945,0.6652252443487764,0.41087563777879665
7,11,0,RF_maintenance,1.0,1.0,0.0,0.018369039779421635,0.016521042856193453,0.002628228579809981
8,12,0,RF_maintenance,1.0,1.0,0.0,0.018168994064496354,0.01787786565905234,0.0005994561708409762
9,13,0,RF_maintenance,1.0,1.0,0.0,0.018054331991460157,0.01700158323652562,0.0006488034569987055
10,14,0,RF_maintenance,1.0,1.0,0.0,0.018037215382440783,0.016904427723256066,0.0005800964274451048
11,15,1,digital_ok,0.0,0.0,0.0,0.6893204330876147,0.6783707868370458,0.41790734544741104
12,16,1,digital_ok,0.0,0.0,0.0,0.6989204061243157,0.6966143532093324,0.4151571660965375
13,17,1,digital_ok,0.0,0.0,0.0,0.6935592155905546,0.6958473255787695,0.40761195258881755
14,18,1,RF_maintenance,0.0,0.075634792004322,0.0,0.6902249557903115,0.5106514105412338,0.45720307431560864
15,19,2,dish_ok,0.0,0.0,0.0,0.6753775532195444,0.6865204379792043,0.40332505284485337
16,20,2,dish_ok,0.0,0.0,0.0,0.6844296317448411,0.6791517718915558,0.4117640374464255
17,23,0,RF_maintenance,1.0,1.0,0.0,0.01742865054565429,0.016718188840836524,0.000569882289484328
18,24,0,RF_maintenance,1.0,1.0,0.0,0.01663745369616298,0.0166476823326648,0.0003688077786650052
19,26,0,RF_maintenance,1.0,1.0,0.0,0.0075728549768829725,0.003087477535627587,
