,Ant,Node,A Priori Status,Auto Metrics Flags,ee Shape Modified Z-Score,nn Shape Modified Z-Score,ee Power Modified Z-Score,nn Power Modified Z-Score,ee Temporal Variability Modified Z-Score,nn Temporal Variability Modified Z-Score,ee Temporal Discontinuties Modified Z-Score,nn Temporal Discontinuties Modified Z-Score
0,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_3_report.html"" target=""_blank"">3</a>",N01,RF_maintenance,0.0,0.7748100752810898,-1.1193915382293622,-0.46593916195516655,-0.49546336437672783,-0.49651163421985134,-0.919101985925266,-0.42226968598834447,-0.6022716442470559
1,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_4_report.html"" target=""_blank"">4</a>",N01,RF_maintenance,0.0,1.3576357675715094,3.7244990906880884,-0.007296059978299871,-0.9201316382693113,0.4536059334226803,-0.3078221822300647,-0.09891972011389723,-0.7199220663175044
2,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_5_report.html"" target=""_blank"">5</a>",N01,digital_ok,0.0,-0.00701599197686662,1.3088110096850614,-0.792634111834618,0.8712324122391404,-0.3702821055883773,0.813872205942731,-0.4063994458450386,-1.5785918713593525
3,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_7_report.html"" target=""_blank"">7</a>",N02,digital_ok,1.0,-1.5179270148265012,-0.6984843842285611,-0.8969424698012666,-0.5788115848161276,-1.002193003292475,-0.7076164488560466,-0.2460946525126402,16.80718765914999
4,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_8_report.html"" target=""_blank"">8</a>",N02,RF_maintenance,1.0,12.42477216006999,12.692757844752999,4.133583714342821,4.00671675680428,9.277944072232561,8.713929918755099,-0.2290858022994383,-0.9173236377707329
5,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_9_report.html"" target=""_blank"">9</a>",N02,digital_ok,0.0,1.8421033191202087,-1.1860889772288061,0.3906852196428205,-0.1424522356283781,1.3317465558598147,-0.6775539939939649,-0.11660025100587981,-0.9476703172154479
6,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_10_report.html"" target=""_blank"">10</a>",N02,digital_ok,1.0,,,inf,inf,,,,
7,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_15_report.html"" target=""_blank"">15</a>",N01,digital_ok,0.0,-0.20427676742647788,1.7454961329904286,0.007296059978299871,0.05185184454073383,0.643964595831005,0.6281547225206667,-0.07370823993403915,0.7992461699980491
8,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_16_report.html"" target=""_blank"">16</a>",N01,digital_ok,0.0,-1.0944106085866743,-0.694628866880239,-0.779395142032245,-0.12012378844216819,-0.8007197796195902,-1.011541913202239,1.6128750432767076,0.7949020761630466
9,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_17_report.html"" target=""_blank"">17</a>",N01,digital_ok,0.0,-0.22940707994892198,-0.033904296183407547,-0.9577335387260147,-0.8591841116073604,0.012766478846354316,-0.6319085720408287,-0.3217546280159807,-0.6554366384476134
10,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_18_report.html"" target=""_blank"">18</a>",N01,RF_maintenance,1.0,7.521089370515943,10.311676720287588,-0.8017977639857546,2.4385619185097487,-0.11268486034369167,3.95677880458928,23.567216504290364,57.11044951151451
11,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_19_report.html"" target=""_blank"">19</a>",N02,digital_ok,1.0,,,inf,inf,,,,
12,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_20_report.html"" target=""_blank"">20</a>",N02,digital_ok,1.0,,,inf,inf,,,,
13,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_21_report.html"" target=""_blank"">21</a>",N02,digital_ok,1.0,0.8034342768806225,0.10041215369681095,0.5638064184802072,0.883436110224069,0.8978259378115656,1.0502314473907552,1.4665866177425353,8.978063075069254
14,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_27_report.html"" target=""_blank"">27</a>",N01,RF_maintenance,1.0,21.88072352271556,23.397401318878718,9.988376233040665,10.483842269750891,13.759632692079952,12.648636684090029,4.132221081773125,3.5267606355147443
15,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_28_report.html"" target=""_blank"">28</a>",N01,RF_maintenance,1.0,10.386935201298998,22.39994243615861,-0.5256365425476213,5.039418931985457,12.003100826041699,12.696051055797556,3.6521966267207913,17.925466913883472
16,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_29_report.html"" target=""_blank"">29</a>",N01,digital_ok,0.0,-0.8395682943823656,-1.0870810439722178,0.19302337161374544,-0.7874076586262589,-0.8887439743459932,-0.29021684529590186,-0.867027302280821,-0.028053728442225458
