,Ant,Node,A Priori Status,Auto Metrics Flags,Flag Fraction Before Redcal,Flagged By Redcal chi^2 Fraction,ee Shape Modified Z-Score,nn Shape Modified Z-Score,ee Power Modified Z-Score,nn Power Modified Z-Score,ee Temporal Variability Modified Z-Score,nn Temporal Variability Modified Z-Score,ee Temporal Discontinuties Modified Z-Score,nn Temporal Discontinuties Modified Z-Score,Median chi^2 Per Antenna (Jee),Median chi^2 Per Antenna (Jnn)
0,0,0,RF_maintenance,0.0,1.0,0.0,2.74444764101299,2.74444764101299,2.5692651526176427,2.5692651526176427,0.6465978392426812,0.6465978392426812,0.13525953702225213,0.13525953702225213,0.0,0.0
1,1,0,RF_maintenance,0.0,1.0,0.0,2.74444764101299,2.74444764101299,2.5692651526176427,2.5692651526176427,0.6465978392426812,0.6465978392426812,0.13525953702225213,0.13525953702225213,0.0,0.0
2,2,0,RF_maintenance,0.0,1.0,0.0,2.74444764101299,2.74444764101299,2.5692651526176427,2.5692651526176427,0.6465978392426812,0.6465978392426812,0.13525953702225213,0.13525953702225213,0.0,0.0
3,3,1,digital_ok,0.0,0.9333333333333333,0.0,-1.019629428894582,-1.019629428894582,-0.8859326615542881,-0.8859326615542881,-0.7527396442662055,-0.7527396442662055,-0.8032056633051592,-0.8032056633051592,0.0,0.0
4,4,1,RF_maintenance,0.0,1.0,0.0,-1.019629428894582,-1.019629428894582,-0.8859326615542881,-0.8859326615542881,-0.7527396442662055,-0.7527396442662055,-0.8032056633051592,-0.8032056633051592,0.0,0.0
5,5,1,digital_ok,0.0,0.9333333333333333,0.0,-1.019629428894582,-1.019629428894582,-0.8859326615542881,-0.8859326615542881,-0.7527396442662055,-0.7527396442662055,-0.8032056633051592,-0.8032056633051592,0.0,0.0
6,7,2,dish_ok,0.0,1.0,0.0,-2.569065853987133,-2.569065853987133,-2.4103293650410746,-2.4103293650410746,0.4752423079654975,0.4752423079654975,0.005641815709186184,0.005641815709186184,0.0,0.0
7,8,2,dish_ok,0.0,1.0,0.0,-2.569065853987133,-2.569065853987133,-2.4103293650410746,-2.4103293650410746,0.4752423079654975,0.4752423079654975,0.005641815709186184,0.005641815709186184,0.0,0.0
8,9,2,dish_ok,0.0,1.0,0.0,-2.569065853987133,-2.569065853987133,-2.4103293650410746,-2.4103293650410746,0.4752423079654975,0.4752423079654975,0.005641815709186184,0.005641815709186184,0.0,0.0
9,10,2,dish_ok,0.0,1.0,0.0,1.6337658811879456,1.6337658811879456,1.5094117659969717,1.5094117659969717,0.5662498342346808,0.5662498342346808,0.07419721370669165,0.07419721370669165,0.0,0.0
10,11,0,RF_maintenance,0.0,1.0,0.0,0.6744907594765952,0.6744907594765952,0.7145793864699538,0.7145793864699538,1.3717959957624979,1.3717959957624979,0.6801468766893721,0.6801468766893721,0.0,0.0
11,12,0,RF_maintenance,0.0,1.0,0.0,0.6744907594765952,0.6744907594765952,0.7145793864699538,0.7145793864699538,1.3717959957624979,1.3717959957624979,0.6801468766893721,0.6801468766893721,0.0,0.0
12,13,0,RF_maintenance,0.0,1.0,0.0,0.6744907594765952,0.6744907594765952,0.7145793864699538,0.7145793864699538,1.3717959957624979,1.3717959957624979,0.6801468766893721,0.6801468766893721,0.0,0.0
13,14,0,RF_maintenance,0.0,1.0,0.0,-1.3183688996193323,-1.3183688996193323,-1.2708808775496636,-1.2708808775496636,-0.6517062068573952,-0.6517062068573952,-0.7746386172122597,-0.7746386172122597,0.0,0.0
14,15,1,digital_ok,0.0,0.7333333333333333,0.0,0.07071365294955484,0.07071365294955484,0.026519247743174768,0.026519247743174768,0.5268139018695935,0.5268139018695935,0.051858361813001505,0.051858361813001505,0.0,0.0
15,16,1,digital_ok,0.0,0.7333333333333333,0.0,0.07071365294955484,0.07071365294955484,0.026519247743174768,0.026519247743174768,0.5268139018695935,0.5268139018695935,0.051858361813001505,0.051858361813001505,0.0,0.0
16,17,1,digital_ok,0.0,0.7333333333333333,0.0,0.07071365294955484,0.07071365294955484,0.026519247743174768,0.026519247743174768,0.5268139018695935,0.5268139018695935,0.051858361813001505,0.051858361813001505,0.0,0.0
17,18,1,RF_maintenance,0.0,1.0,0.0,0.5322909659498427,0.5322909659498427,0.5254368871116706,0.5254368871116706,-0.6771153528739013,-0.6771153528739013,-0.8111599039188427,-0.8111599039188427,0.0,0.0
18,19,2,dish_ok,0.0,1.0,0.0,1.6337658811879456,1.6337658811879456,1.5094117659969717,1.5094117659969717,0.5662498342346808,0.5662498342346808,0.07419721370669165,0.07419721370669165,0.0,0.0
19,20,2,dish_ok,0.0,1.0,0.0,1.6337658811879456,1.6337658811879456,1.5094117659969717,1.5094117659969717,0.5662498342346808,0.5662498342346808,0.07419721370669165,0.07419721370669165,0.0,0.0
20,21,2,dish_ok,0.0,1.0,0.0,0.0,0.0,-0.016406535568261823,-0.016406535568261823,-0.758305408079994,-0.758305408079994,-0.875717270372037,-0.875717270372037,0.0,0.0
21,23,0,RF_maintenance,0.0,1.0,0.0,-1.3183688996193323,-1.3183688996193323,-1.2708808775496636,-1.2708808775496636,-0.6517062068573952,-0.6517062068573952,-0.7746386172122597,-0.7746386172122597,0.0,0.0
22,24,0,RF_maintenance,0.0,1.0,0.0,-1.3183688996193323,-1.3183688996193323,-1.2708808775496636,-1.2708808775496636,-0.6517062068573952,-0.6517062068573952,-0.7746386172122597,-0.7746386172122597,0.0,0.0
23,25,0,RF_maintenance,1.0,1.0,0.0,,,inf,inf,,,,,0.0,0.0
24,26,0,RF_maintenance,1.0,1.0,0.0,,,inf,inf,,,,,0.0,0.0
25,27,1,RF_maintenance,0.0,1.0,0.0,0.5322909659498427,0.5322909659498427,0.5254368871116706,0.5254368871116706,-0.6771153528739013,-0.6771153528739013,-0.8111599039188427,-0.8111599039188427,0.0,0.0
26,28,1,RF_maintenance,0.0,1.0,0.0,0.5322909659498427,0.5322909659498427,0.5254368871116706,0.5254368871116706,-0.6771153528739013,-0.6771153528739013,-0.8111599039188427,-0.8111599039188427,0.0,0.0
27,29,1,digital_ok,0.0,1.0,0.0,-0.3014885204744537,-0.3014885204744537,-0.3015151033180122,-0.3015151033180122,-0.6865132665609004,-0.6865132665609004,-0.8165409215121766,-0.8165409215121766,0.0,0.0
28,30,1,RF_maintenance,0.0,1.0,0.0,-0.3014885204744537,-0.3014885204744537,-0.3015151033180122,-0.3015151033180122,-0.6865132665609004,-0.6865132665609004,-0.8165409215121766,-0.8165409215121766,0.0,0.0
29,31,2,dish_ok,0.0,1.0,0.0,0.0,0.0,-0.016406535568261823,-0.016406535568261823,-0.758305408079994,-0.758305408079994,-0.875717270372037,-0.875717270372037,0.0,0.0
30,32,2,dish_ok,0.0,1.0,0.0,0.0,0.0,-0.016406535568261823,-0.016406535568261823,-0.758305408079994,-0.758305408079994,-0.875717270372037,-0.875717270372037,0.0,0.0
31,33,2,dish_ok,0.0,1.0,0.0,0.6284638473404678,0.6284638473404678,0.58046623320719,0.58046623320719,-0.6879303581298724,-0.6879303581298724,-0.7980473535603055,-0.7980473535603055,0.0,0.0
32,36,3,digital_ok,0.0,1.0,0.0,-0.45822806078921496,-0.45822806078921496,-0.4115319676498271,-0.4115319676498271,-0.6771907964898828,-0.6771907964898828,-0.8088867987011739,-0.8088867987011739,0.0,0.0
33,37,3,RF_maintenance,0.0,1.0,0.0,-1.2617145274235042,-1.2617145274235042,-1.1758542710645254,-1.1758542710645254,-0.8775081305122288,-0.8775081305122288,-0.9540970151499919,-0.9540970151499919,0.0,0.0
34,38,3,RF_maintenance,0.0,1.0,0.0,-1.2617145274235042,-1.2617145274235042,-1.1758542710645254,-1.1758542710645254,-0.8775081305122288,-0.8775081305122288,-0.9540970151499919,-0.9540970151499919,0.0,0.0
35,39,0,RF_maintenance,1.0,1.0,0.0,,,inf,inf,,,,,0.0,0.0
36,40,4,digital_ok,1.0,1.0,0.0,133213.29993919184,176678.03353653074,3975161.1378425616,2933821.0740011567,,,-5.052524754590521,-5.052524754590521,0.0,0.0
37,41,4,digital_ok,1.0,1.0,0.0,95123.74082338848,135470.3892189459,5044120.835381658,4059034.956042767,,,-5.052524754590521,-5.052524754590521,0.0,0.0
38,42,4,RF_maintenance,1.0,1.0,0.0,102571.64942856322,160872.7193588454,4946282.044049337,4062984.468324293,,,-5.052524754590521,-5.052524754590521,0.0,0.0
39,45,5,RF_maintenance,0.0,1.0,0.0,0.34764721835078394,0.34764721835078394,0.3324301595278232,0.3324301595278232,-0.6744907594765952,-0.6744907594765952,-0.7972411945159065,-0.7972411945159065,0.0,0.0
40,46,5,digital_ok,0.0,1.0,0.0,0.34764721835078394,0.34764721835078394,0.3324301595278232,0.3324301595278232,-0.6744907594765952,-0.6744907594765952,-0.7972411945159065,-0.7972411945159065,0.0,0.0
41,50,3,digital_ok,0.0,1.0,0.0,-0.45822806078921496,-0.45822806078921496,-0.4115319676498271,-0.4115319676498271,-0.6771907964898828,-0.6771907964898828,-0.8088867987011739,-0.8088867987011739,0.0,0.0
42,51,3,RF_maintenance,0.0,1.0,0.0,-0.6533297730052422,-0.6533297730052422,-0.5876185396900275,-0.5876185396900275,0.7148409143687049,0.7148409143687049,0.18228494287244323,0.18228494287244323,0.0,0.0
43,52,3,digital_ok,0.0,1.0,0.0,-0.45822806078921496,-0.45822806078921496,-0.4115319676498271,-0.4115319676498271,-0.6771907964898828,-0.6771907964898828,-0.8088867987011739,-0.8088867987011739,0.0,0.0
