,Ant,Node,A Priori Status,Auto Metrics Flags,Dead Fraction in Ant Metrics (Jee),Dead Fraction in Ant Metrics (Jnn),Crossed Fraction in Ant Metrics,Flag Fraction Before Redcal,Flagged By Redcal chi^2 Fraction,ee Shape Modified Z-Score,nn Shape Modified Z-Score,ee Power Modified Z-Score,nn Power Modified Z-Score,ee Temporal Variability Modified Z-Score,nn Temporal Variability Modified Z-Score,ee Temporal Discontinuties Modified Z-Score,nn Temporal Discontinuties Modified Z-Score,Average Dead Ant Metric (Jee),Average Dead Ant Metric (Jnn),Average Crossed Ant Metric,Median chi^2 Per Antenna (Jee),Median chi^2 Per Antenna (Jnn)
0,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_0_report.html"" target=""_blank"">0</a>",0,RF_maintenance,1.0,1.0,1.0,0.0,1.0,0.0,56.76817376522245,103.76594595958711,125.04327076842586,156.48204860119,36.75761430834272,59.35520470343115,1419.9081044762493,3029.9514995469417,0.017980460949479332,0.016341691518539436,0.0013503074614721563,1.2095398902893066,1.2061004340648651
1,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_1_report.html"" target=""_blank"">1</a>",0,RF_maintenance,1.0,1.0,1.0,0.0,1.0,0.0,85.09580192917828,94.0694290367382,140.80650583791652,160.0691280140198,42.979336981480905,71.98859376088167,2075.182329880896,3917.724057196081,0.01614756946566947,0.016303798851842643,0.0002997699726785249,1.2129276394844055,1.2109070122241974
2,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_2_report.html"" target=""_blank"">2</a>",0,RF_maintenance,1.0,1.0,1.0,0.0,1.0,0.0,35.27452264016847,87.58737172664378,102.06979459593487,126.45503906310503,32.1868470270445,47.368156436901046,1029.8378455957757,1498.5547953211487,0.01743769284029177,0.016395720373648746,0.0007043487050074821,1.1730549335479736,1.1585263907909393
3,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_3_report.html"" target=""_blank"">3</a>",1,digital_ok,0.0,0.00644468313641246,0.00644468313641246,0.0,0.0,0.0,2.3519240353803244,-0.3185059415827107,-0.14045968826158353,-0.13878864305276378,0.2051274437896043,0.251920902944039,-0.26164439211795537,-0.4918530334977581,0.6162324446154197,0.6057160749171626,0.36894780696593615,1.6171063780784607,1.4602161645889282
4,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_4_report.html"" target=""_blank"">4</a>",1,RF_maintenance,0.0,0.00644468313641246,0.00644468313641246,0.0,1.0,0.0,0.09761446019065427,2.0125284477869636,-0.8154173522470232,-0.7276398513101632,-0.8655513722002941,-0.40306692235830344,3.426226705026631,0.3452484345512019,0.618729573936712,0.6115218176396315,0.3632249749253288,5.122640609741211,5.166268706321716
5,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_5_report.html"" target=""_blank"">5</a>",1,digital_ok,1.0,0.00644468313641246,0.00644468313641246,0.0,1.0,0.0,13.330684743562925,21.80449858901376,0.6061384220630348,1.2286580366614017,0.67284939006615,3.154043233353778,1.131567610411722,0.27325119582153234,0.606357414638236,0.5768813952632296,0.3436215457918186,5.430671334266663,5.39573061466217
6,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_7_report.html"" target=""_blank"">7</a>",2,dish_ok,0.0,0.0,0.00644468313641246,0.0,1.0,0.0,-0.005077858767981218,-0.6335093324137769,1.4505402747727854,0.9784596333727194,0.4845340981196011,0.5075118147465368,1.6184772306988169,2.7618144263613824,0.6306981952288205,0.62993374066924,0.34289391710410655,3.124703347682953,3.3970053791999817
7,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_8_report.html"" target=""_blank"">8</a>",2,dish_ok,1.0,0.0,0.00644468313641246,0.0,1.0,0.0,0.4053042044912024,1.4241822005372207,5.120707034292947,5.281068560786358,5.25234850784174,5.497794924368848,6.380176782959582,4.887040887824946,0.6344048049484231,0.6281112321065343,0.339369048161354,3.1617945432662964,3.3503901958465576
8,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_9_report.html"" target=""_blank"">9</a>",2,dish_ok,1.0,0.0,0.00644468313641246,0.0,1.0,0.0,3.8883643347042116,2.1918230283026787,6.06486817772542,0.7952895436096897,8.09529287763368,0.7812529128830893,3.648036664271048,-0.4740578741075953,0.6154478619148948,0.6098431547258194,0.3387641514780709,3.4994908571243286,3.661549985408783
9,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H5C_Notebooks/blob/main/antenna_report/antenna_10_report.html"" target=""_blank"">10</a>",2,dish_ok,1.0,0.022556390977443608,0.0,0.0,1.0,0.0,3.6344940409372963,4.626613232387883,3.7287675251448635,9.576882842907581,14.316723539975795,9.268057443558066,5.747193532757944,4.817708400655376,0.5943522294378019,0.6001919962184077,0.34584833866437054,6.51847853039654e-17,6.985493289151526e-17
