,0
JD,2459802
Date,8-10-2022
LST Range,16.784 -- 20.395 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,600
Total Number of Antennas,130
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 3 RF_maintenance: 31 RF_ok: 5 digital_ok: 88 not_connected: 3
Commanded Signal Source,antenna
Antennas in Commanded State,104 / 130 (80.0%)
Cross-Polarized Antennas,93
Total Number of Nodes,14
Nodes Registering 0s,
Nodes Not Correlating,"N09, N14, N19"
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,68 / 130 (52.3%)
Auto Metrics Done?,N
Redcal Done?,N
Never Flagged Antennas,62 / 130 (47.7%)
A Priori Good Antennas Flagged,"39 / 88 total a priori good antennas: 73, 88, 91, 93, 94, 105, 106, 107, 108, 109, 111, 112, 118, 127, 128, 129, 130, 140, 142, 143, 144, 156, 157, 158, 160, 163, 164, 165, 167, 176, 177, 178, 179, 181, 184, 185, 186, 187, 190"
A Priori Bad Antennas Not Flagged,"13 / 42 total a priori bad antennas: 4, 8, 32, 36, 50, 52, 70, 82, 87, 102, 104, 119, 168"
