,0
JD,2459781
Date,7-20-2022
LST Range,15.404 -- 23.804 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,813
Total Number of Antennas,147
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 3 RF_maintenance: 46 RF_ok: 11 digital_maintenance: 2 digital_ok: 82 not_connected: 3
Commanded Signal Source,antenna
Antennas in Commanded State,86 / 147 (58.5%)
Cross-Polarized Antennas,
Total Number of Nodes,15
Nodes Registering 0s,N18
Nodes Not Correlating,N12
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,90 / 147 (61.2%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,79 / 147 (53.7%)
Redcal Done?,Y
Redcal Flagged Antennas,15 / 147 (10.2%)
Never Flagged Antennas,34 / 147 (23.1%)
A Priori Good Antennas Flagged,"7, 10, 21, 29, 31, 37, 40, 41, 42, 50, 51, 53, 54, 55, 56, 57, 68, 69, 71, 72, 81, 83, 84, 88, 91, 92, 101, 103, 105, 106, 107, 108, 111, 117, 118, 128, 129, 135, 138, 141, 142, 145, 160, 161, 167, 169, 170, 176, 177, 178, 179, 181, 185, 186, 187, 189, 190, 191"
A Priori Bad Antennas Not Flagged,"3, 4, 8, 36, 38, 70, 73, 82, 100, 119"
