,0
JD,2459793
Date,8-1-2022
LST Range,16.188 -- 18.188 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,372
Total Number of Antennas,147
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 3 RF_maintenance: 42 RF_ok: 11 digital_maintenance: 1 digital_ok: 87 not_connected: 3
Commanded Signal Source,antenna
Antennas in Commanded State,115 / 147 (78.2%)
Total Number of Nodes,15
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,N
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,102 / 147 (69.4%)
Redcal Done?,N
Never Flagged Antennas,45 / 147 (30.6%)
A Priori Good Antennas Flagged,"50 / 87 total a priori good antennas: 10, 15, 16, 17, 19, 21, 30, 31, 37, 45, 51, 53, 57, 66, 81, 84, 88, 91, 92, 99, 101, 103, 105, 106, 107, 108, 117, 121, 122, 123, 130, 138, 140, 141, 142, 145, 160, 161, 164, 165, 167, 169, 170, 177, 181, 183, 184, 186, 190, 191"
A Priori Bad Antennas Not Flagged,"8 / 60 total a priori bad antennas: 3, 4, 86, 100, 112, 127, 157, 158"
